"heightagegroups","SEX","name","prev_less18.5","prev_18.5to20","prev_20to25","prev_25to30","prev_30to35","prev_35to40","prev_over40","TOTPOP","Age group (IL3)","Age group (IL)","code.x","meanheight","sdheight","region"
"18-29",1,"Kazakhstan",0.043566879625388,0.0814912332227705,0.501156474170904,0.302206344712501,0.0540467362240982,0.0117309475272332,0.00580138451710598,1564.8235,"18-29","18-29",398,175.091409870068,6.06844803973629,"ASIA"
"18-29",1,"Kenya",0.167260265677081,0.208500271032661,0.529462644862366,0.0784395288026041,0.0131352432862838,0.00189686088418116,0.00130518545482341,5887.0895,"18-29","18-29",404,170.179411658147,6.84268925756964,"AFRICA"
"18-29",1,"Kuwait",0.0212080731425418,0.0328835070024634,0.265961363092277,0.383228080229971,0.186718031258161,0.0593320806230618,0.0506688646515241,480.113,"18-29","18-29",414,174.083129369779,6.68850915609069,"AFRICA"
"18-29",1,"Kyrgyzstan",0.0553370790436981,0.0978406890616979,0.468981666686659,0.274434355924726,0.081476772655001,0.0127530181162986,0.00917641851191927,639.077,"18-29","18-29",417,171.312290350551,6.06844803973629,"ASIA"
"18-29",1,"Lao People's Democratic Republic",0.0976136997989084,0.149109634341041,0.603060983972896,0.11282344244604,0.0243899229476775,0.00758414815227198,0.00541816834116496,850.4125,"18-29","18-29",418,162.161373546862,5.80317677571913,"ASIA"
"18-29",1,"Latvia",0.0379799998467261,0.0663455208634618,0.431711336668915,0.343459961266365,0.0740458752281032,0.0397484722208016,0.006708833905628,111.7105,"18-29","18-29",428,180.821541861815,6.73342970216344,"EUROPE"
"18-29",1,"Lebanon",0.0394253646953747,0.0413014511821624,0.36870130379335,0.381176159493926,0.113220034253792,0.0403697390339773,0.0158059475474171,536.3955,"18-29","18-29",422,178.169536554326,6.68850915609069,"ASIA"
"18-29",1,"Lesotho",0.121485622845174,0.190776690793993,0.580190256764619,0.0766926907939267,0.0227586680761361,0.00452583102655733,0.00357023969959313,254.4635,"18-29","18-29",426,167.896486955291,8.1663613324017,"AFRICA"
"18-29",1,"Liberia",0.0717692912558788,0.117267306141041,0.602593351961574,0.106947943949826,0.0612206186888081,0.0177340480335225,0.0224674399693496,561.036,"18-29","18-29",430,165.362069168865,7.3416453495342,"AFRICA"
"18-29",1,"Libyan Arab Jamahiriya",0.0971822399851375,0.113181266400857,0.378167790638269,0.252567022920536,0.101920129593824,0.0262677988200928,0.0307137516412833,700.3345,"18-29","18-29",434,175.877209910961,6.42432738822679,"AFRICA"
"18-29",1,"Lithuania",0.0185154921991064,0.0514060932846621,0.461861040857829,0.340824816851623,0.0875663666752525,0.0291447167966135,0.0106814733349137,200.7835,"18-29","18-29",440,180.539299881399,6.73342970216344,"EUROPE"
"18-29",1,"Luxembourg",0.0224472246039924,0.0629305176614098,0.500474116162629,0.307654738637276,0.0726976916368272,0.0220149189895382,0.0117807923083267,52.5105,"18-29","18-29",442,178.214075844175,6.65251924702052,"EUROPE"
"18-29",1,"Madagascar",0.160867673212197,0.214665979702322,0.529676115391163,0.0742092889255202,0.0120973306548916,0.00378079824578751,0.00470281386811937,3376.3075,"18-29","18-29",450,164.978195168574,6.84268925756964,"AFRICA"
"18-29",1,"Malawi",0.105494598539104,0.198837469544596,0.638165741189854,0.0497466594601626,0.00543442321403024,0.000827630348392225,0.00149347770386117,2231.5075,"18-29","18-29",454,165.525262452637,6.84268925756964,"AFRICA"
"18-29",1,"Malaysia",0.122544576353467,0.11657290149519,0.336095532380031,0.245354258300954,0.12192919950346,0.0351490816353682,0.0223544503315305,3971.8905,"18-29","18-29",458,168.477097656625,5.80317677571913,"ASIA"
"18-29",1,"Maldives",0.142691062510599,0.10080443886403,0.401793511245858,0.247602731870176,0.0854152335746658,0.0166073040289995,0.00508571790567178,79.3815,"18-29","18-29",462,167.487349281394,6.32891816482896,"ASIA"
"18-29",1,"Mali",0.121330279685858,0.160504749507401,0.525784448295907,0.144152679804406,0.0368480299978292,0.00819203460980783,0.00318777809879112,2338.0215,"18-29","18-29",466,174.735209554853,7.3416453495342,"AFRICA"
"18-29",1,"Malta",0.0290599971066148,0.0380555790801931,0.391335821017511,0.283653510112123,0.135724461801268,0.0890777497577092,0.0330928811245804,43.176,"18-29","18-29",470,174.157807641852,6.65251924702052,"EUROPE"
"18-29",1,"Mauritania",0.142231639638408,0.174298018810205,0.527431241242902,0.117104959536016,0.0321565959289932,0.00312155093410531,0.00365599390937027,479.3485,"18-29","18-29",478,165.277057617448,7.3416453495342,"AFRICA"
"18-29",1,"Mauritius",0.123974845324741,0.0766951422069215,0.428707913427526,0.252204359152119,0.0653563538723064,0.0397524611752359,0.0133089248411505,122.093,"18-29","18-29",480,173.055397544037,6.84268925756964,"AFRICA"
"18-29",1,"Mexico",0.0351673277933553,0.0610366106859136,0.330548504971175,0.326370834799707,0.164446141951415,0.0568541145488153,0.0255764652496184,13020.742,"18-29","18-29",484,169.900021058294,7.21242603990836,"LATIN AM. CARIBBEAN"
"18-29",1,"Micronesia (Fed. States of)",0.032249213960917,0.052087794889082,0.444642602858241,0.197040741949486,0.129921089218221,0.0819770958319382,0.0620814612921144,13.079,"18-29","18-29",583,169.427009094636,6.96300419635857,"OCEANIA"
"18-29",1,"Mongolia",0.0705271375277627,0.1143763617272,0.457855239397456,0.246698973035574,0.0912110868153272,0.0153445122978634,0.00398668919881598,282.821,"18-29","18-29",496,170.293110652498,6.47012129707881,"ASIA"
"18-29",1,"Montenegro",0.0211843360431023,0.0439142419491019,0.551115485463409,0.312234870793396,0.0562799834460509,0.0117959398210981,0.00347514248384231,45.925,"18-29","18-29",499,182.995307766898,NA,"EUROPE"
"18-29",1,"Morocco",0.139727896915801,0.16260884529688,0.421997346677308,0.203682192511828,0.0517154806321802,0.0106490168177548,0.00961922114824827,3581.3435,"18-29","18-29",504,175.710137239336,6.42432738822679,"AFRICA"
"18-29",1,"Mozambique",0.11209194245816,0.204343718040144,0.578407185967926,0.0781766522093377,0.0211088004246274,0.0044449175317764,0.00142678336802776,3428.67,"18-29","18-29",508,164.294446312393,6.84268925756964,"AFRICA"
"18-29",1,"Myanmar",0.240274411262938,0.264387617144929,0.376663759635865,0.0886567795295701,0.0164382972417213,0.00652249854733304,0.0070566366376443,5447.0695,"18-29","18-29",104,166.241962953733,5.93674394134801,"ASIA"
"18-29",1,"Namibia",0.204527217119916,0.192852996168512,0.483759531422352,0.0848123767631769,0.0212965779189639,0.00676576504318035,0.00598553556389845,306.72,"18-29","18-29",516,169.57950713415,8.1663613324017,"AFRICA"
"18-29",1,"Nepal",0.122202921979037,0.175651909557321,0.533216038728155,0.14097206338992,0.025659300000366,0.00184423193230623,0.000453534412894439,3298.9925,"18-29","18-29",524,163.991670458997,6.32891816482896,"ASIA"
"18-29",1,"Netherlands",0.0242364976183755,0.0951551708167962,0.565859531620538,0.243951732002601,0.0575440652345491,0.0072828262561504,0.00597017645099008,1407.827,"18-29","18-29",528,183.659512138282,6.65251924702052,"EUROPE"
"18-29",1,"New Zealand",0.0242636785338324,0.0458819365172618,0.372767861182754,0.317119146431147,0.141194015398534,0.0614186424570589,0.037354719479411,418.8945,"18-29","18-29",554,177.504328082595,6.96300419635857,"OCEANIA"
"18-29",1,"Nicaragua",0.0630458681518864,0.0930806230068832,0.411037127044318,0.255517372787633,0.110096636330842,0.0353980316472684,0.0318243410311694,742.4435,"18-29","18-29",558,169.500831310029,7.10912660718878,"LATIN AM. CARIBBEAN"
"18-29",1,"Niger",0.229202938015297,0.251217581760928,0.435322138559467,0.0583158407947474,0.0179832959801913,0.00546732454303192,0.00249088034633772,2606.791,"18-29","18-29",562,170.076136957239,7.3416453495342,"AFRICA"
"18-29",1,"Nigeria",0.121380980984264,0.175648260693243,0.568089610720858,0.102134808592855,0.0201083379423503,0.00902152411983797,0.00361647694659256,23610.0965,"18-29","18-29",566,170.958237082778,7.3416453495342,"AFRICA"
"18-29",1,"Norway",0.0216228677701171,0.0368906361031549,0.444413646485327,0.345892939474343,0.106700149654236,0.031494003170732,0.0129857573420894,426.5925,"18-29","18-29",578,180.294542568217,6.73342970216344,"EUROPE"
"18-29",1,"Oman",0.0744818109972123,0.0677110568946636,0.327645244902278,0.336077264158437,0.107282076945564,0.0483111369076369,0.0384914091942077,619.7065,"18-29","18-29",512,170.519997725393,6.68850915609069,"ASIA"
"18-29",1,"Pakistan",0.133806257951278,0.104403574063665,0.369856428008499,0.248246081764912,0.105161134825762,0.0281001607704799,0.0104263626154046,27084.2445,"18-29","18-29",586,166.981052451136,6.21062342080579,"ASIA"
"18-29",1,"Panama",0.0510019980431418,0.082106394550788,0.355195437709466,0.317149388976534,0.126812214084256,0.0304886889548322,0.0372458776809819,424.1755,"18-29","18-29",591,169.657544866134,7.10912660718878,"LATIN AM. CARIBBEAN"
"18-29",1,"Papua New Guinea",0.028163038699478,0.061150075669738,0.535737744261938,0.291911693869905,0.0552322337220354,0.0115270293574835,0.0162781844194218,1153.871,"18-29","18-29",598,162.845011369278,6.96300419635857,"OCEANIA"
"18-29",1,"Paraguay",0.0480165773821426,0.0677946951913399,0.403780657735295,0.286458927646721,0.121636497796492,0.0566673139257651,0.0156453303222442,724.2965,"18-29","18-29",600,173.396782253524,6.5210244702693,"LATIN AM. CARIBBEAN"
"18-29",1,"Peru",0.0190811858081505,0.0458932511632,0.43604148636952,0.346080209833238,0.117758108555866,0.0251018906135034,0.0100438676565219,3310.596,"18-29","18-29",604,166.312876051385,6.5210244702693,"LATIN AM. CARIBBEAN"
"18-29",1,"Philippines",0.143210910971314,0.180317899415306,0.443026448251805,0.17284035029854,0.047546912084394,0.00945750233419396,0.00359997664444685,12634.166,"18-29","18-29",608,164.806188230897,5.80317677571913,"ASIA"
"18-29",1,"Poland",0.0292679985298222,0.0570756664147327,0.383667084898582,0.364924715015561,0.118975630980694,0.0370938342772926,0.00899506988331447,2541.1505,"18-29","18-29",616,180.253749757329,6.70833809407356,"EUROPE"
"18-29",1,"Portugal",0.0457280200749008,0.0703151243488603,0.513558356977636,0.267723944581656,0.0657093457267372,0.0268300492534598,0.0101351590367498,674.8195,"18-29","18-29",620,174.136731627891,6.65251924702052,"EUROPE"
"18-29",1,"Puerto Rico",0.0446993923137491,0.0442450353603936,0.32591963936755,0.284441955541171,0.182213285905899,0.0707739990278372,0.0477066924834001,240.0915,"18-29","18-29",630,179.082976251437,NA,"LATIN AM. CARIBBEAN"
"18-29",1,"Qatar",0.0410595346272186,0.0406091566353081,0.21688899398122,0.32918369815014,0.205609058806376,0.107082721896096,0.0595668359036406,468.451,"18-29","18-29",634,172.361017760703,6.68850915609069,"ASIA"
"18-29",1,"Republic of Korea",0.0370055694333348,0.0697285773514916,0.470759421692632,0.307732102752105,0.0881388962212248,0.0236300666444843,0.00300536590472756,4072.381,"18-29","18-29",410,174.936569641324,6.47012129707881,"ASIA"
"18-29",1,"Republic of Moldova",0.0233659449091574,0.0344086051373508,0.456601232714562,0.412036670630403,0.0618883004911237,0.00981325333599996,0.00188599278140367,192.3025,"18-29","18-29",498,175.371285783258,6.70833809407356,"EUROPE"
"18-29",1,"Romania",0.0436058630103381,0.0627806673537828,0.379547255278849,0.306524177535092,0.145993102864998,0.047370798966436,0.0141781349905046,1235.7235,"18-29","18-29",642,177.49733761096,6.70833809407356,"EUROPE"
"18-29",1,"Russian Federation",0.0515531670046951,0.0651407323802065,0.403069588218848,0.363613174049581,0.0926436425616321,0.0165854212399274,0.00739427454510953,9136.906,"18-29","18-29",643,176.39233427376,6.64891318804378,"EUROPE"
"18-29",1,"Rwanda",0.0861348358197945,0.19312005265188,0.641391449036665,0.0749848343322154,0.00304144955176097,0.000555327242990099,0.000772051364694543,1413.832,"18-29","18-29",646,165.780780098025,6.84268925756964,"AFRICA"
"18-29",1,"Saint Lucia",0.0645373876428605,0.0968346969389209,0.495918256651667,0.177166355945527,0.0921246378284445,0.041123157147981,0.0322955078445985,18.393,"18-29","18-29",662,176.029159726094,6.88894100988038,"LATIN AM. CARIBBEAN"
"18-29",1,"Saint Vincent and the Grenadines",0.061771524679027,0.115952414477457,0.463813496744319,0.228746944070328,0.0801506435571207,0.0281496703428428,0.021415306128906,9.424,"18-29","18-29",670,177.052946623801,6.88894100988038,"LATIN AM. CARIBBEAN"
"18-29",1,"Samoa",0.00454532620404613,0.00583644108243906,0.268805402634785,0.392425877428355,0.191209489083028,0.0915348628303618,0.0456426007369849,18.9165,"18-29","18-29",882,174.377591529043,6.96300419635857,"OCEANIA"
"18-29",1,"Sao Tome and Principe",0.0649928267682942,0.13129049062285,0.611964678358929,0.154878677837853,0.0275694674034245,0.00450298281940242,0.00480087618924681,22.5095,"18-29","18-29",678,170.055925989709,7.62243932575871,"AFRICA"
"18-29",1,"Saudi Arabia",0.0832674946680021,0.0608646395588139,0.265815517413186,0.298829546551795,0.155860117719581,0.085599662314053,0.0497630217745691,4255.7215,"18-29","18-29",682,170.402168359378,6.68850915609069,"ASIA"
"18-29",1,"Senegal",0.266857985662701,0.22420843191138,0.447393310410905,0.044910717442307,0.013052593410417,0.00160378584986055,0.00197317531242878,1964.173,"18-29","18-29",686,176.039585192412,7.3416453495342,"AFRICA"
"18-29",1,"Serbia",0.0282476271994337,0.0443626168404096,0.43835809246859,0.351889362683618,0.101723902108074,0.0279778356273082,0.00744056307256693,442.6035,"18-29","18-29",688,180.598584749879,NA,"EUROPE"
"18-29",1,"Sierra Leone",0.0731069626216899,0.179165453616812,0.665659830649109,0.0711828696412396,0.00695617978455455,0.00176302395026254,0.00216567973633224,919.269,"18-29","18-29",694,166.237430657205,7.3416453495342,"AFRICA"
"18-29",1,"Singapore",0.0852253548025336,0.0941195287665806,0.404719165303312,0.245895358164295,0.111309240689768,0.0476755250835544,0.0110558271899566,722.272,"18-29","18-29",702,173.256220373219,5.80317677571913,"ASIA"
"18-29",1,"Slovakia",0.0244537925356016,0.0568061293864898,0.416967854440822,0.33697984861169,0.126187688786502,0.0306483387840537,0.00795634745484049,362.068,"18-29","18-29",703,180.727561527173,6.70833809407356,"EUROPE"
"18-29",1,"Slovenia",0.0203547398688608,0.054014874686326,0.462412146092636,0.345192469974692,0.0871455551655254,0.0224910849434051,0.00838912926855421,134.7945,"18-29","18-29",705,180.724474110567,6.65251924702052,"EUROPE"
"18-29",1,"Solomon Islands",0.0143919636985317,0.0354470352180031,0.571171950405143,0.290508559466399,0.0641369934928762,0.0118116187768878,0.0125318789421593,81.993,"18-29","18-29",90,162.980125337038,6.96300419635857,"OCEANIA"
"18-29",1,"Somalia",0.324233036341733,0.142952523060421,0.439330622319327,0.0685638126149703,0.018153719824028,0.00439148841363442,0.00237479742588669,1862.598,"18-29","18-29",706,171.058305370424,6.79936979891622,"AFRICA"
"18-29",1,"South Africa",0.100535923918618,0.184392909469956,0.509378171282369,0.148982955609246,0.0397223753824536,0.0122841842703446,0.0047034800670141,6431.2515,"18-29","18-29",710,169.969380729444,8.19218597872356,"AFRICA"
"18-29",1,"Spain",0.0289951711256605,0.0431172961937974,0.558148560216835,0.287382513998072,0.0490550962733782,0.0247728546676289,0.0085285075246276,3041.3395,"18-29","18-29",724,175.959758402174,6.65251924702052,"EUROPE"
"18-29",1,"Sri Lanka",0.221457189871362,0.144198986873898,0.386326416529827,0.203097799119859,0.0321639172937981,0.0109073702176456,0.00184832009361071,2028.251,"18-29","18-29",144,167.782043916083,6.32891816482896,"ASIA"
"18-29",1,"Sudan",0.231077357104351,0.20368127331539,0.390064222384807,0.111176610671853,0.0427932483257635,0.0135619306563997,0.00764535754143591,5466.6845,"18-29","18-29",729,171.929425352029,6.42432738822679,"AFRICA"
"18-29",1,"Suriname",0.140123035743156,0.133907025012808,0.381706222492643,0.21326259898065,0.0782979371058555,0.0197139415954752,0.0329892390694113,63.588,"18-29","18-29",740,174.124348956302,6.5210244702693,"LATIN AM. CARIBBEAN"
"18-29",1,"Swaziland",0.0612106740098554,0.112042031786613,0.617272180039564,0.146601513123043,0.0494855565291678,0.00851897694896751,0.00486906756278964,139.2705,"18-29","18-29",748,169.329894986865,8.1663613324017,"AFRICA"
"18-29",1,"Sweden",0.0187884526046876,0.0579679225807559,0.500385648320377,0.309232863106496,0.0781628797829653,0.0256671218622376,0.00979511174248049,779.281,"18-29","18-29",752,180.329693245614,6.73342970216344,"EUROPE"
"18-29",1,"Switzerland",0.0114327744519739,0.0849054993820645,0.557330511575186,0.261960430828205,0.0628125131094154,0.0171653158224797,0.00439295483067529,609.5105,"18-29","18-29",756,178.58657685325,6.65251924702052,"EUROPE"
"18-29",1,"Syrian Arab Republic",0.075330252807397,0.0757690659585541,0.354033737454893,0.333746058376385,0.108935692684403,0.034235199944754,0.0179499927736134,2716.745,"18-29","18-29",760,171.15410844695,6.68850915609069,"ASIA"
"18-29",1,"TFYR Macedonia",0.0305983927580723,0.0566742129701031,0.445610258591867,0.325732510043627,0.0978660396011818,0.0334547103182234,0.0100638757169257,135.493,"18-29","18-29",807,176.270464753247,6.65251924702052,"EUROPE"
"18-29",1,"Tajikistan",0.0704434098007133,0.0612780000000372,0.47137291960466,0.307097955034293,0.0779426017217556,0.00587148543635655,0.00599362840218398,1020.403,"18-29","18-29",762,168.188580066072,6.06844803973629,"ASIA"
"18-29",1,"Thailand",0.111519554002539,0.132877805441166,0.367254932793032,0.23436693773254,0.0986697052989237,0.036045319171721,0.0192657455600783,5993.0855,"18-29","18-29",764,171.0520513954,5.8967570094932,"ASIA"
"18-29",1,"Timor-Leste",0.21420219601623,0.21746134880431,0.511598870450411,0.040215420330414,0.011992629010902,0.00194768074806039,0.00258185463967377,158.5835,"18-29","18-29",626,159.855640170501,5.93674394134801,"ASIA"
"18-29",1,"Togo",0.0675298985265064,0.119334641213475,0.688443780270181,0.102754154916542,0.0171505441161178,0.00254505434533228,0.00224192661184501,938.1045,"18-29","18-29",768,169.912770965676,7.3416453495342,"AFRICA"
"18-29",1,"Tonga",0.00296407244746732,0.00676929324483089,0.220938204823681,0.254046725476013,0.262778811770702,0.160125704264819,0.0923771879724875,9.0975,"18-29","18-29",776,175.187457986952,6.96300419635857,"OCEANIA"
"18-29",1,"Trinidad and Tobago",0.105266014581949,0.104800381683899,0.385666935710827,0.241686078539751,0.0964558066191555,0.0337858966984783,0.0323388861659401,120.705,"18-29","18-29",780,175.666107826636,6.88894100988038,"LATIN AM. CARIBBEAN"
"18-29",1,"Tunisia",0.0979006965105041,0.149843783539215,0.397152828342478,0.241934046471971,0.0752281934360058,0.0258967726920486,0.0120436790077777,1028.692,"18-29","18-29",788,176.411331559505,6.42432738822679,"AFRICA"
"18-29",1,"Turkey",0.0447667996609728,0.0892648243375015,0.448103398781958,0.307482364030513,0.0816254876972947,0.0224447454149263,0.00631238007683332,8368.2705,"18-29","18-29",792,175.849245096234,6.57576848215985,"EUROPE"
"18-29",1,"Turkmenistan",0.0533937308274116,0.0613633992932995,0.522697415648341,0.300783822862831,0.0484249285502393,0.00850182312153294,0.0048348796963445,725.6785,"18-29","18-29",795,173.950431819446,6.06844803973629,"ASIA"
"18-29",1,"Uganda",0.0905496555945728,0.203581107773308,0.609931793853754,0.0725657267044894,0.0141526432743237,0.00413580843940563,0.00508326436014618,5420.5535,"18-29","18-29",800,168.409085509459,6.84268925756964,"AFRICA"
"18-29",1,"Ukraine",0.0219954105964157,0.0710653142677887,0.529150629669466,0.308053646176797,0.0395886767327938,0.0235090997469782,0.00663722280976108,2500.7045,"18-29","18-29",804,180.486775793124,6.70833809407356,"EUROPE"
"18-29",1,"United Arab Emirates",0.0527096732713089,0.0385775357026372,0.267948473685218,0.393215564518175,0.141300394619297,0.0774495529045442,0.0287988052988207,1698.8395,"18-29","18-29",784,173.198133350807,6.68850915609069,"ASIA"
"18-29",1,"United Kingdom",0.0520008088081485,0.0625859939928019,0.431887157460613,0.3045134180986,0.0969752985895976,0.0321384489463063,0.0198988741039319,5182.8055,"18-29","18-29",826,177.998461658708,6.65401133020625,"EUROPE"
"18-29",1,"United Republic of Tanzania",0.128494057449455,0.215634994914544,0.525016858528836,0.103544716957833,0.0210770115073627,0.00374533840665298,0.00248702223531652,6878.8715,"18-29","18-29",834,166.827198431423,6.84268925756964,"AFRICA"
"18-29",1,"United States of America",0.0346644746681117,0.0489956592209135,0.311275948802595,0.285166993375241,0.180989004706567,0.0882535575483055,0.050654361678266,28032.289,"18-29","18-29",840,176.709668719858,7.17685135361476,"NORTHERN AM."
"18-29",1,"Uruguay",0.0393606325822366,0.0464719099501036,0.402539128072549,0.31598294177654,0.129501654355169,0.0427057025564476,0.0234380307069541,303.8465,"18-29","18-29",858,174.023355080076,6.5210244702693,"LATIN AM. CARIBBEAN"
"18-29",1,"Uzbekistan",0.0572247913364523,0.0857615174440625,0.486188846378075,0.257861354240839,0.0934317967207676,0.0105996727022466,0.00893202117755722,3354.087,"18-29","18-29",860,170.532109629882,6.15730765290473,"ASIA"
"18-29",1,"Vanuatu",0.018656871055512,0.0592108908369822,0.649825024826071,0.206234396438883,0.0379448127068668,0.0105791326799001,0.0175488714557845,29.807,"18-29","18-29",548,168.20696025337,6.96300419635857,"OCEANIA"
"18-29",1,"Venezuela (Bolivarian Republic of)",0.0790006510466997,0.114494559459843,0.424591528693908,0.241408903771949,0.0830833460386468,0.0295197788667388,0.0279012321222141,2562.2785,"18-29","18-29",862,173.187346100099,6.5210244702693,"LATIN AM. CARIBBEAN"
"18-29",1,"Viet Nam",0.173457859136623,0.202234637338356,0.498201475397317,0.108983436053071,0.0139208118281385,0.00199327614274016,0.00120850410375469,8280.756,"18-29","18-29",704,167.983605629351,5.98367303710218,"ASIA"
"18-29",1,"Yemen",0.190305152476321,0.178372416812689,0.435523560141607,0.142578243743602,0.0349495714787571,0.00827080755129674,0.0100002477957276,4181.671,"18-29","18-29",887,163.707047543367,6.68850915609069,"ASIA"
"18-29",1,"Zambia",0.0902341267038787,0.152491121107089,0.64551340686464,0.093694487015932,0.0121973008714089,0.00287220611248531,0.0029973513245661,2157.403,"18-29","18-29",894,167.501475077344,6.84268925756964,"AFRICA"
"18-29",1,"Zimbabwe",0.0959633406725415,0.206887475450207,0.622929254360042,0.0574951384952733,0.0116073815343663,0.00248273660588571,0.00263467288168435,1541.395,"18-29","18-29",716,170.651459680022,6.84268925756964,"AFRICA"
"30-44",0,"Afghanistan",0.0408146485738292,0.034283153029369,0.355026431521374,0.307895963975321,0.17264483889316,0.0696213435687016,0.0197136204382455,3064.6055,"30-44","30-44",4,155.373073204735,5.60932303452297,"ASIA"
"30-44",0,"Albania",0.0161663695282089,0.0391681509783851,0.404779949687317,0.341973127583431,0.133800334167108,0.0444689621490547,0.0196431059064959,281.3565,"30-44","30-44",8,161.441753165481,6.16146045735662,"EUROPE"
"30-44",0,"Algeria",0.0242968115097617,0.0275874522557945,0.255962525961535,0.36054872182217,0.217850443755179,0.0800712834489935,0.0336827612465655,5195.7365,"30-44","30-44",12,160.24899314755,5.82274946792577,"AFRICA"
"30-44",0,"Angola",0.0656552172045157,0.1000873009432,0.371483161441625,0.268209244981117,0.129307829801314,0.0451898921502368,0.0200673534779907,2910.7175,"30-44","30-44",24,157.572866979795,6.97754194680427,"AFRICA"
"30-44",0,"Argentina",0.0153653035289902,0.0340254144874097,0.295294556407774,0.295276722758168,0.192731341250709,0.100316699947649,0.0669899616367924,4819.1075,"30-44","30-44",32,159.855356620495,6.07856082790084,"LATIN AM. CARIBBEAN"
"30-44",0,"Armenia",0.0233968724960216,0.0455000453531304,0.357331555648451,0.349284634512176,0.148904927253488,0.0510732687421877,0.0245086956899286,360.7605,"30-44","30-44",51,159.221794527088,6.12080902951578,"ASIA"
"30-44",0,"Australia",0.0180099531451244,0.0512077294479914,0.357983315558744,0.285779957730597,0.161751269139517,0.0701218465859772,0.0551459280435588,2809.0895,"30-44","30-44",36,164.372038321719,6.24729666088757,"OCEANIA"
"30-44",0,"Austria",0.0368764242304486,0.126540440679179,0.543030151570444,0.181482890155656,0.0652675896400852,0.0314489046250205,0.0153536000991675,911.6045,"30-44","30-44",40,166.655761138078,6.16146045735662,"EUROPE"
"30-44",0,"Azerbaijan",0.0216270995031248,0.0254770699590052,0.301014406173102,0.364802282343043,0.191792059515421,0.066548253446232,0.0287388290600712,1310.7275,"30-44","30-44",31,160.00892447098,6.09026333887222,"ASIA"
"30-44",0,"Bahamas",0.0161536436373047,0.0129914821254812,0.107052663855207,0.25090532295552,0.238346135045288,0.179261061813897,0.195289690567302,46.3695,"30-44","30-44",44,162.245352724028,6.44647736751191,"LATIN AM. CARIBBEAN"
"30-44",0,"Bahrain",0.0166222092344218,0.0181617808916023,0.200129777601294,0.325181804675357,0.266013690320317,0.113389727658591,0.060501009905149,164.4685,"30-44","30-44",48,156.930324620935,6.08720876980787,"ASIA"
"30-44",0,"Bangladesh",0.0660846872193983,0.0772966810577351,0.45259996670601,0.310629402574627,0.0816689167609538,0.0099278348114396,0.00179251023332098,18501.817,"30-44","30-44",50,151.388698877671,5.84563456483504,"ASIA"
"30-44",0,"Barbados",0.0139031269978574,0.0188091016241051,0.143345190162663,0.285577716204557,0.251951733494696,0.156764305121362,0.129648826389343,28.7035,"30-44","30-44",52,164.61445592159,6.44647736751191,"LATIN AM. CARIBBEAN"
"30-44",0,"Belarus",0.0307384159007614,0.0759127933121244,0.446399387558182,0.28136946373664,0.109447747382393,0.0392184049367157,0.0169137871731843,1063.084,"30-44","30-44",112,166.123990349754,6.21727930440966,"EUROPE"
"30-44",0,"Belgium",0.0262653076532078,0.0686862798354788,0.478663397291452,0.230571443109232,0.109814328524023,0.0627453145462071,0.023253929040399,1141.166,"30-44","30-44",56,165.400286629742,6.16146045735662,"EUROPE"
"30-44",0,"Belize",0.0114601650917556,0.0129989874427391,0.112181320018534,0.279488505932303,0.277115218000267,0.169410664059633,0.13734513950088,44.891,"30-44","30-44",84,157.242970447188,6.66666296482031,"LATIN AM. CARIBBEAN"
"30-44",0,"Benin",0.0517293670584702,0.075989143326845,0.46915422359974,0.238815145186454,0.108166362749804,0.03748579210552,0.0186599665814296,1149.834,"30-44","30-44",204,158.628431438662,6.6873067293685,"AFRICA"
"30-44",0,"Bhutan",0.013243314921857,0.0312229336429602,0.361218300538469,0.40885849753495,0.151330204915978,0.027637491022215,0.00648925714515674,92.19,"30-44","30-44",64,153.630897996281,5.81231226286139,"ASIA"
"30-44",0,"Bolivia",0.00679027700124689,0.0141427847355291,0.223472774202315,0.373816386847125,0.238914974318681,0.102647045325232,0.0402157579988779,1250.3095,"30-44","30-44",68,153.642407171788,6.17797266578543,"LATIN AM. CARIBBEAN"
"30-44",0,"Bosnia and Herzegovina",0.032368301510067,0.0701513827693084,0.473100895397197,0.259372308680186,0.110228161508988,0.0354122359564594,0.0193667135101397,316.429,"30-44","30-44",70,167.018299122883,6.16146045735662,"EUROPE"
"30-44",0,"Botswana",0.0640440847568116,0.0703489888053348,0.278060916252298,0.286665727757624,0.181820893179196,0.0763140334620339,0.0427453557635329,246.233,"30-44","30-44",72,161.813517286078,7.52146395344726,"AFRICA"
"30-44",0,"Brazil",0.0185223591488467,0.0285266553191038,0.274935621384446,0.339392720350645,0.199540590025642,0.0893767423667151,0.0497053124046008,24870.8695,"30-44","30-44",76,160.374911723028,6.07856082790084,"LATIN AM. CARIBBEAN"
"30-44",0,"Brunei Darussalam",0.015653146732366,0.0306151425422305,0.189686386680499,0.380948683431735,0.235471264683725,0.106020121261267,0.0416052550019591,52.0655,"30-44","30-44",96,152.846328181509,5.28212778716412,"ASIA"
"30-44",0,"Bulgaria",0.0554208721953919,0.117271914894835,0.456953154097389,0.220387237496833,0.0969249321643178,0.0365826283417904,0.0164592611269096,696.3185,"30-44","30-44",100,163.574838787152,6.21727930440966,"EUROPE"
